processo,ano,tribunal,comarca,autor_tipo,reu,setor,resultado,ganhou_autor,valor_condenacao,n_chars
0800418-35.2021.8.19.0010,2021,TJRJ,Bom Jesus de Itabapoana,PESSOA FÍSICA,PAGSEGURO INTERNET,Outros,ACORDO HOMOLOGADO,,,823
0800419-59.2020.8.20.5108,2020,TJRN,Pau dos Ferros,PESSOA JURÍDICA,SOUZA CRUZ,Outros,ACORDO HOMOLOGADO,,,1145
0800421-02.2021.8.19.0006,2021,TJRJ,Barra do Piraí,PESSOA FÍSICA,LOJAS AMERICANAS,Varejo e serviços,ACORDO HOMOLOGADO,,,1667
0800421-33.2019.8.10.0067,2019,TJMA,Anajatuba,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,IMPROCEDENTE,False,,12784
0800424-66.2019.8.18.0066,2019,TJPI,Pio Ix,PESSOA FÍSICA,BV FINANCEIRA SA CREDITO FINANCIAMENTO E INVESTIMENTO,Banco e financeira,PROCEDENTE,True,,12226
0800424-95.2024.8.18.0032,2024,TJPI,Picos,PESSOA FÍSICA,BANCO CETELEM,Banco e financeira,EXTINTO SEM MÉRITO,False,,10940
0800426-28.2021.8.19.0037,2021,TJRJ,Nova Friburgo,PESSOA FÍSICA,CLARO,Telecomunicações,ACORDO HOMOLOGADO,,,1940
0800427-09.2021.8.19.0006,2021,TJRJ,Barra do Piraí,PESSOA FÍSICA,LIGHT SERVIÇOS DE ELETRICIDADE,Energia,ACORDO HOMOLOGADO,,,1655
0800427-84.2021.8.19.0078,2021,TJRJ,Armação dos Búzios,PESSOA FÍSICA,TELEFONICA BRASIL,Telecomunicações,IMPROCEDENTE,False,,1984
0800428-45.2024.8.19.0052,2024,TJRJ,Araruama,PESSOA FÍSICA,SUMICITY TELECOMUNICACOES,Telecomunicações,ACORDO HOMOLOGADO,,,893
0800432-72.2021.8.19.0057,2021,TJRJ,Sapucaia,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1093
0800433-29.2021.8.10.0018,2021,TJMA,,PESSOA FÍSICA,CASA BAHIA COMERCIAL,Outros,IMPROCEDENTE,False,,3913
0800433-51.2024.8.10.0009,2024,TJMA,,,,,IMPROCEDENTE,False,,2108
0800435-42.2023.8.20.5129,2023,TJRN,São Gonçalo do Amarante,PESSOA FÍSICA,BEE TECNOLOGIA,Outros,IMPROCEDENTE,False,,16091
0800437-44.2021.8.19.0203,2021,TJRJ,Rio de Janeiro,PESSOA FÍSICA,CLARO,Telecomunicações,ACORDO HOMOLOGADO,,,2140
0800438-54.2023.8.10.0059,2023,TJMA,Ilha de São Luís,PESSOA FÍSICA,BANCO DO NORDESTE DO BRASIL,Banco e financeira,PROCEDENTE,True,,14474
0800439-39.2023.8.10.0059,2023,TJMA,,PESSOA FÍSICA,E. C. NOGUEIRA,Outros,PROCEDENTE,True,437.32,5695
0800439-52.2021.8.19.0061,2021,TJRJ,Teresópolis,PESSOA FÍSICA,AMIL ASSISTENCIA MEDICA INTERNACIONAL,Plano de saúde,IMPROCEDENTE,False,,3283
0800439-57.2023.8.15.0881,2023,TJPB,São Bento,PESSOA FÍSICA,BRAISCOMPANY SOLUCOES DIGITAIS E TREINAMENTOS,Outros,ACORDO HOMOLOGADO,,,6512
0800440-84.2018.8.10.0031,2018,TJMA,,PESSOA FÍSICA,,,IMPROCEDENTE,False,,8739
0800441-19.2024.8.10.0012,2024,TJMA,,PESSOA JURÍDICA,GARCIA PRODUCOES E EVENTOS,Outros,IMPROCEDENTE,False,,6660
0800443-42.2021.8.19.0206,2021,TJRJ,Rio de Janeiro,PESSOA FÍSICA,TELEFONICA BRASIL,Telecomunicações,ACORDO HOMOLOGADO,,,2438
0800443-71.2021.8.19.0067,2021,TJRJ,Queimados,PESSOA FÍSICA,99 TECNOLOGIA,Outros,ACORDO HOMOLOGADO,,,3096
0800444-20.2023.8.15.0351,2023,TJPB,Valor Sobre Eles de Forma Segura,PESSOA FÍSICA,BANCO BMG,Banco e financeira,IMPROCEDENTE,False,,8423
0800444-90.2020.8.19.0067,2020,TJRJ,Queimados,PESSOA FÍSICA,ITAU UNIBANCO HOLDING,Banco e financeira,ACORDO HOMOLOGADO,,,688
0800445-64.2019.8.10.0066,2019,TJMA,,PESSOA FÍSICA,BANCO ITAU CONSIGNADO,Banco e financeira,IMPROCEDENTE,False,,10174
0800447-38.2020.8.19.0037,2020,TJRJ,Nova Friburgo,PESSOA FÍSICA,AMPLA ENERGIA E SERVIÇOS,Energia,ACORDO HOMOLOGADO,,,1936
0800447-57.2020.8.10.0047,2020,TJMA,Imperatriz,PESSOA FÍSICA,,,PARCIALMENTE PROCEDENTE,True,,14534
0800447-86.2025.8.20.5161,2025,TJRN,Baraúna,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,2596
0800449-49.2019.8.10.0148,2019,TJMA,Codó,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,EXTINTO SEM MÉRITO,False,,4745
0800451-33.2022.8.10.0077,2022,TJMA,Buriti,PESSOA FÍSICA,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA,Energia,PARCIALMENTE PROCEDENTE,True,1200.0,8797
0800451-76.2020.8.10.0053,2020,TJMA,Porto Franco,PESSOA FÍSICA,,,IMPROCEDENTE,False,,3303
0800452-42.2020.8.10.0027,2020,TJMA,Barra do Corda,PESSOA FÍSICA,ADMINISTRADORA DE CONSÓRCIO NACIONAL HONDA,Outros,EXTINTO SEM MÉRITO,False,,1121
0800454-02.2018.8.10.0053,2018,TJMA,,,,,ACORDO HOMOLOGADO,,,1246
0800455-04.2023.8.10.0120,2023,TJMA,São Bento,PESSOA FÍSICA,BANCO DO BRASIL,Banco e financeira,ACORDO HOMOLOGADO,,,3968
0800455-57.2020.8.10.0007,2020,TJMA,São José de Ribamar,PESSOA FÍSICA,AYMORE CREDITO,Banco e financeira,EXTINTO SEM MÉRITO,False,,3728
0800457-50.2024.8.10.0148,2024,TJMA,Codó,PESSOA FÍSICA,ODONTOPREV,Plano de saúde,EXTINTO SEM MÉRITO,False,,3147
0800457-81.2023.8.10.0149,2023,TJMA,,,,,EXTINTO SEM MÉRITO,False,,3574
0800458-45.2022.8.19.0054,2022,TJRJ,São João de Meriti,PESSOA FÍSICA,UNILEVER BRASIL,Outros,ACORDO HOMOLOGADO,,,1334
0800460-32.2022.8.19.0210,2022,TJRJ,Rio de Janeiro,PESSOA FÍSICA,BANCO MASTER,Banco e financeira,ACORDO HOMOLOGADO,,,698
0800465-78.2020.8.19.0063,2020,TJRJ,Três Rios,PESSOA FÍSICA,CONFECCOES EDILORENA,Outros,ACORDO HOMOLOGADO,,,930
0800468-80.2022.8.19.0251,2022,TJRJ,Rio de Janeiro,PESSOA FÍSICA,SUL AMERICA SEGUROS DE PESSOAS E PREVIDENCIA,Seguros,ACORDO HOMOLOGADO,,,2215
0800469-25.2019.8.10.0153,2019,TJMA,Ilha de São Luís,,,,IMPROCEDENTE,False,898.0,11928
0800473-47.2022.8.10.0027,2022,TJMA,Barra do Corda,PESSOA FÍSICA,CIRO NOGUEIRA COMERCIO DE MOTOCICLETAS,Outros,PROCEDENTE,True,3500.0,4596
0800476-48.2021.8.19.0039,2021,TJRJ,Paracambi,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,786
0800476-73.2024.8.20.5161,2024,TJRN,Baraúna,PESSOA FÍSICA,PAULISTA - SERVICOS DE RECEBIMENTOS E PAGAMENTOS LTDA E OUTROS,Outros,PROCEDENTE,True,5000.0,8807
0800477-76.2024.8.19.0023,2024,TJRJ,Itaboraí,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1873
0800478-12.2020.8.14.0065,2020,TJPA,Xinguara,,,,IMPROCEDENTE,False,,12364
0800478-76.2023.8.20.5129,2023,TJRN,São Gonçalo do Amarante,PESSOA FÍSICA,DIRCE APARECIDA DE AQUINO ALBINO,Outros,PROCEDENTE,True,,3551
0800479-39.2021.8.14.0072,2021,TJPA,,PESSOA FÍSICA,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A - CNPJ: 04.895.728/0001-80,Energia,ACORDO HOMOLOGADO,,,3580
0800480-33.2022.8.19.0045,2022,TJRJ,Resende,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,2078
0800482-22.2021.8.10.0131,2021,TJMA,Senador La Rocque,PESSOA FÍSICA,BANCO BRADESCO FINANCIAMENTOS,Banco e financeira,IMPROCEDENTE,False,,9955
0800482-66.2024.8.20.5004,2024,TJRN,Natal,PESSOA FÍSICA,SER EDUCACIONAL,Ensino,PROCEDENTE,True,,5835
0800483-48.2022.8.19.0025,2022,TJRJ,Itaocara,PESSOA FÍSICA,AMPLA ENERGIA E SERVIÇOS,Energia,PROCEDENTE,True,2000.0,4086
0800483-90.2022.8.19.0011,2022,TJRJ,Cabo Frio,PESSOA FÍSICA,AMPLA ENERGIA E SERVIÇOS,Energia,ACORDO HOMOLOGADO,,,594
0800485-06.2023.8.10.0131,2023,TJMA,Senador La Rocque,PESSOA JURÍDICA,BANCO BRADESCO,Banco e financeira,IMPROCEDENTE,False,,9791
0800485-15.2020.8.10.0065,2020,TJMA,,PESSOA FÍSICA,BANCO BMG,Banco e financeira,IMPROCEDENTE,False,,7497
0800486-41.2022.8.19.0077,2022,TJRJ,Seropédica,PESSOA FÍSICA,TELEMAR NORTE LESTE,Telecomunicações,ACORDO HOMOLOGADO,,,1647
0800489-14.2022.8.10.0152,2022,TJMA,,,,,IMPROCEDENTE,False,9000.0,5734
0800490-90.2024.8.19.0212,2024,TJRJ,Niterói,PESSOA FÍSICA,AMPLA ENERGIA E SERVIÇOS,Energia,ACORDO HOMOLOGADO,,,5547
0800492-71.2018.8.10.0131,2018,TJMA,Senador La Rocque,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,PROCEDENTE,True,,14783
0800494-28.2025.8.10.0153,2025,TJMA,Ilha de São Luís,PESSOA FÍSICA,TAM LINHAS AEREAS,Transporte aéreo,PROCEDENTE,True,2000.0,5888
0800494-78.2022.8.19.0057,2022,TJRJ,Sapucaia,PESSOA FÍSICA,LIGHT SERVIÇOS DE ELETRICIDADE,Energia,ACORDO HOMOLOGADO,,,1082
0800496-39.2022.8.19.0254,2022,TJRJ,Rio de Janeiro,PESSOA FÍSICA,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL,Outros,ACORDO HOMOLOGADO,,,1294
0800497-28.2024.8.19.0036,2024,TJRJ,Nilópolis,PESSOA FÍSICA,LIGHT SERVIÇOS DE ELETRICIDADE,Energia,ACORDO HOMOLOGADO,,,1189
0800499-52.2024.8.19.0212,2024,TJRJ,Niterói,PESSOA FÍSICA,REUNIDOS COMERCIO DE ALIMENTOS,Outros,ACORDO HOMOLOGADO,,,5625
0800499-60.2024.8.20.5115,2024,TJRN,Caraúbas,PESSOA FÍSICA,,,PARCIALMENTE PROCEDENTE,True,5000.0,7387
0800500-79.2021.8.10.0119,2021,TJMA,Santo Antonio dos Lopes,PESSOA FÍSICA,BANCO VOTORANTIM,Banco e financeira,EXTINTO SEM MÉRITO,False,,2707
0800503-03.2025.8.20.5135,2025,TJRN,Almino Afonso,,,,ACORDO HOMOLOGADO,,,3115
0800503-70.2021.8.10.0010,2021,TJMA,,,,,EXTINTO SEM MÉRITO,False,,2808
0800506-79.2021.8.19.0202,2021,TJRJ,Rio de Janeiro,PESSOA FÍSICA,OI MOVEL,Telecomunicações,ACORDO HOMOLOGADO,,,1136
0800506-96.2023.8.19.0206,2023,TJRJ,Rio de Janeiro,PESSOA FÍSICA,LIGHT SERVIÇOS DE ELETRICIDADE,Energia,ACORDO HOMOLOGADO,,,2508
0800508-15.2020.8.19.0063,2020,TJRJ,Três Rios,PESSOA FÍSICA,VIA VAREJO,Varejo e serviços,ACORDO HOMOLOGADO,,,1348
0800508-85.2019.8.18.0060,2019,TJPI,Luzilândia,PESSOA FÍSICA,BANCO ITAU BMG CONSIGNADO,Banco e financeira,IMPROCEDENTE,False,,12169
0800509-17.2022.8.19.0067,2022,TJRJ,Queimados,PESSOA FÍSICA,CREDZ ADMINISTRADORA DE CARTOES,Outros,ACORDO HOMOLOGADO,,,3114
0800509-58.2019.8.10.0136,2019,TJMA,Turiaçu,PESSOA FÍSICA,BANCO DO ESTADO DO RIO GRANDE DO SUL,Banco e financeira,IMPROCEDENTE,False,,20929
0800511-47.2021.8.10.0107,2021,TJMA,Pastos Bons,PESSOA FÍSICA,,,PARCIALMENTE PROCEDENTE,True,,11346
0800511-73.2020.8.19.0061,2020,TJRJ,,,,,IMPROCEDENTE,False,,5787
0800512-18.2024.8.20.5161,2024,TJRN,Baraúna,PESSOA FÍSICA,EAGLE SOCIEDADE DE CREDITO DIRETO,Banco e financeira,ACORDO HOMOLOGADO,,,5055
0800513-54.2023.8.20.5123,2023,TJRN,Parelhas,,,,IMPROCEDENTE,False,4330.5,13339
0800517-08.2021.8.19.0203,2021,TJRJ,Rio de Janeiro,PESSOA FÍSICA,DROGARIAS PACHECO,Outros,ACORDO HOMOLOGADO,,,2166
0800521-07.2023.8.20.5131,2023,TJRN,São Miguel,PESSOA FÍSICA,COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE - COSERN,Energia,ACORDO HOMOLOGADO,,,2387
0800521-21.2022.8.19.0038,2022,TJRJ,Nova Iguaçu,PESSOA FÍSICA,TIM CELULAR,Telecomunicações,ACORDO HOMOLOGADO,,,2347
0800521-24.2025.8.20.5135,2025,TJRN,Almino Afonso,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,PROCEDENTE,True,2000.0,7473
0800523-71.2022.8.19.0076,2022,TJRJ,São José do Vale do Rio Preto,PESSOA FÍSICA,CASA & VIDEO RIO DE JANEIRO,Outros,IMPROCEDENTE,False,,5392
0800523-93.2024.8.19.0046,2024,TJRJ,Rio Bonito,PESSOA FÍSICA,RÉU: AMPLA ENERGIA E SERVIÇOS,Energia,ACORDO HOMOLOGADO,,,3061
0800527-95.2024.8.20.5125,2024,TJRN,Patu,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1560
0800531-45.2022.8.19.0077,2022,TJRJ,Seropédica,PESSOA FÍSICA,TELEMAR NORTE LESTE,Telecomunicações,ACORDO HOMOLOGADO,,,1641
0800531-98.2018.8.10.0024,2018,TJMA,Bacabal,PESSOA FÍSICA,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA,Energia,IMPROCEDENTE,False,,7603
0800532-25.2020.8.10.0053,2020,TJMA,Porto Franco,PESSOA FÍSICA,,,PROCEDENTE,True,2000.0,7270
0800534-03.2023.8.15.0521,2023,TJPB,,PESSOA FÍSICA,INSTITUTO DE PREVIDENCIA DE PARAIBA DO SUL,Outros,PARCIALMENTE PROCEDENTE,True,,9150
0800535-20.2017.8.10.0009,2017,TJMA,Ilha de São Luís,PESSOA JURÍDICA,,,EXTINTO SEM MÉRITO,False,,4299
0800535-69.2023.8.10.0151,2023,TJMA,Santa Inês,PESSOA FÍSICA,,,PARCIALMENTE PROCEDENTE,True,2375.0,5812
0800537-05.2024.8.10.0151,2024,TJMA,Santa Inês,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,IMPROCEDENTE,False,,9619
0800538-64.2022.8.20.5103,2022,TJRN,Currais Novos,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1750
0800539-45.2019.8.10.0152,2019,TJMA,,,,,PARCIALMENTE PROCEDENTE,True,,8751
0800542-76.2022.8.19.0044,2022,TJRJ,Porciúncula,PESSOA FÍSICA,AMPLA ENERGIA E SERVIÇOS,Energia,ACORDO HOMOLOGADO,,,1416
0800543-94.2024.8.19.0075,2024,TJRJ,Magé,PESSOA FÍSICA,SONO SHOW COLCHOES E MOVEIS PIABETA,Outros,ACORDO HOMOLOGADO,,,948
0800544-14.2021.8.10.0050,2021,TJMA,Ilha de São Luís,PESSOA FÍSICA,EMPRESA VIVO,Telecomunicações,PROCEDENTE,True,3000.0,8998
0800545-09.2022.8.19.0213,2022,TJRJ,,,,,ACORDO HOMOLOGADO,,,280
0800546-37.2019.8.20.5106,2019,TJRN,Mossoró,,,,IMPROCEDENTE,False,,7097
0800547-98.2021.8.19.0023,2021,TJRJ,Itaboraí,,,,ACORDO HOMOLOGADO,,,1076
0800550-69.2020.8.10.0110,2020,TJMA,Penalva,,,,IMPROCEDENTE,False,,3872
0800550-98.2021.8.19.0202,2021,TJRJ,Rio de Janeiro,PESSOA FÍSICA,LIGHT SERVIÇOS DE ELETRICIDADE,Energia,ACORDO HOMOLOGADO,,,1089
0800557-56.2020.8.19.0063,2020,TJRJ,Três Rios,PESSOA FÍSICA,LIGHT SERVIÇOS DE ELETRICIDADE,Energia,ACORDO HOMOLOGADO,,,1280
0800558-78.2021.8.19.0007,2021,TJRJ,Barra Mansa,PESSOA FÍSICA,BANCO ITAU CONSIGNADO,Banco e financeira,ACORDO HOMOLOGADO,,,2041
0800560-14.2021.8.19.0083,2021,TJRJ,Japeri,PESSOA FÍSICA,LIGHT SERVIÇOS DE ELETRICIDADE,Energia,ACORDO HOMOLOGADO,,,1186
0800560-21.2021.8.15.0731,2021,TJPB,,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,5689
0800562-41.2023.8.19.0203,2023,TJRJ,Rio de Janeiro,PESSOA FÍSICA,LIGHT SERVIÇOS DE ELETRICIDADE,Energia,ACORDO HOMOLOGADO,,,1394
0800564-72.2023.8.10.0102,2023,TJMA,Montes Altos,PESSOA FÍSICA,BANCO OLÉ BONSUCESSO CONSIGNADO,Banco e financeira,ACORDO HOMOLOGADO,,,2067
0800566-25.2021.8.10.0098,2021,TJMA,Matões,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,10671
0800569-22.2021.8.19.0003,2021,TJRJ,Angra dos Reis,PESSOA FÍSICA,NET SERVICOS DE COMUNICACAO,Telecomunicações,ACORDO HOMOLOGADO,,,819
0800569-90.2020.8.19.0024,2020,TJRJ,Itaguaí,PESSOA FÍSICA,LOJAS AMERICANAS,Varejo e serviços,ACORDO HOMOLOGADO,,,866
0800570-83.2021.8.19.0204,2021,TJRJ,,,,,ACORDO HOMOLOGADO,,,137
0800571-39.2024.8.10.0099,2024,TJMA,Mirador,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,ACORDO HOMOLOGADO,,,4907
0800572-86.2021.8.20.5131,2021,TJRN,São Miguel,PESSOA FÍSICA,BANCO C6 CONSIGNADO,Banco e financeira,EXTINTO SEM MÉRITO,False,,1589
0800573-21.2024.8.19.0208,2024,TJRJ,Rio de Janeiro,PESSOA FÍSICA,SOCIEDAADE DE ENSINO SUPERIOR ESTACIO DE,Ensino,ACORDO HOMOLOGADO,,,2172
0800573-61.2021.8.19.0067,2021,TJRJ,Queimados,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,3047
0800573-65.2022.8.10.0103,2022,TJMA,Olho D'água das Cunhãs,PESSOA FÍSICA,BANCO DO BRASIL,Banco e financeira,IMPROCEDENTE,False,,17150
0800574-52.2021.8.18.0171,2021,TJPI,São João do Piauí,PESSOA FÍSICA,VIACAO TRANSPIAUI SAO RAIMUNDENSE,Outros,PARCIALMENTE PROCEDENTE,True,2500.0,9781
0800576-65.2021.8.19.0083,2021,TJRJ,Japeri,PESSOA FÍSICA,LIGHT SERVIÇOS DE ELETRICIDADE,Energia,ACORDO HOMOLOGADO,,,821
0800577-31.2021.8.10.0138,2021,TJMA,Urbano Santos,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1641
0800578-54.2023.8.19.0054,2023,TJRJ,São João de Meriti,PESSOA FÍSICA,DROGARIAS PACHECO,Outros,ACORDO HOMOLOGADO,,,1187
0800578-90.2025.8.10.0068,2025,TJMA,Arame,PESSOA FÍSICA,BOOKING.COM BRASIL SERVICOS DE RESERVA DE HOTEIS,Outros,PARCIALMENTE PROCEDENTE,True,3000.0,24682
0800580-20.2021.8.19.0078,2021,TJRJ,Armação dos Búzios,PESSOA FÍSICA,AMPLA ENERGIA E SERVIÇOS,Energia,EXTINTO SEM MÉRITO,False,,1880
0800581-11.2023.8.19.0021,2023,TJRJ,,,,,ACORDO HOMOLOGADO,,,416
0800583-32.2020.8.19.0038,2020,TJRJ,Nova Iguaçu,PESSOA FÍSICA,LIGHT SERVIÇOS DE ELETRICIDADE,Energia,ACORDO HOMOLOGADO,,,2532
0800585-15.2022.8.20.5143,2022,TJRN,Marcelino Vieira,PESSOA FÍSICA,AMERICAN LIFE COMPANHIA DE SEGUROS,Seguros,ACORDO HOMOLOGADO,,,2225
0800585-42.2021.8.19.0078,2021,TJRJ,Armação dos Búzios,PESSOA JURÍDICA,AMPLA ENERGIA E SERVIÇOS,Energia,EXTINTO SEM MÉRITO,False,,1713
0800585-42.2023.8.10.0007,2023,TJMA,Ilha de São Luís,PESSOA FÍSICA,J. E. C. MACIEL SERVICOS LTDA (MUNIZ VEÍCULOS),Outros,EXTINTO SEM MÉRITO,False,,4640
0800586-88.2020.8.10.0150,2020,TJMA,Pinheiro,PESSOA FÍSICA,BANCO BRADESCO SA E OUTROS,Banco e financeira,PROCEDENTE,True,330.24,12545
0800586-92.2021.8.10.0008,2021,TJMA,,PESSOA FÍSICA,,,IMPROCEDENTE,False,,8078
0800587-25.2021.8.19.0203,2021,TJRJ,Rio de Janeiro,PESSOA FÍSICA,,,ACORDO HOMOLOGADO,,,1397
0800588-24.2021.8.10.0053,2021,TJMA,,PESSOA FÍSICA,BANCO BRADESCO FINANCIAMENTOS,Banco e financeira,EXTINTO SEM MÉRITO,False,,863
0800588-62.2021.8.10.0008,2021,TJMA,,PESSOA FÍSICA,EDESTINOS.COM.BR AGENCIA DE VIAGENS E TURISMO LTDA E,Outros,EXTINTO SEM MÉRITO,False,565.47,4433
0800588-94.2021.8.19.0078,2021,TJRJ,Armação dos Búzios,PESSOA FÍSICA,OI MOVEL,Telecomunicações,PARCIALMENTE PROCEDENTE,True,2000.0,3639
0800589-83.2021.8.19.0206,2021,TJRJ,Rio de Janeiro,PESSOA FÍSICA,BANCO BRADESCARD,Banco e financeira,ACORDO HOMOLOGADO,,,2327
0800590-15.2020.8.10.0025,2020,TJMA,Bacabal,,,,PARCIALMENTE PROCEDENTE,True,515.6,6904
0800590-22.2020.8.14.0019,2020,TJPA,,,,,EXTINTO SEM MÉRITO,False,,3695
0800591-42.2022.8.15.0881,2022,TJPB,São Bento,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,ACORDO HOMOLOGADO,,,1704
0800592-04.2022.8.19.0206,2022,TJRJ,Rio de Janeiro,PESSOA FÍSICA,ATIVOS S.A. SECURITIZADORA DE CREDITOS FINANCEIROS,Banco e financeira,ACORDO HOMOLOGADO,,,2230
0800592-86.2022.8.19.0017,2022,TJRJ,Casimiro de Abreu,PESSOA FÍSICA,AMPLA ENERGIA E SERVIÇOS,Energia,PROCEDENTE,True,5000.0,8062
0800594-06.2022.8.10.0050,2022,TJMA,Ilha de São Luís,PESSOA FÍSICA,BANCO DO BRASIL,Banco e financeira,IMPROCEDENTE,False,3000.0,14977
0800594-42.2022.8.10.0038,2022,TJMA,Barra do Corda,PESSOA FÍSICA,BANCO PAN,Banco e financeira,PROCEDENTE,True,1000.0,9932
0800595-46.2020.8.19.0038,2020,TJRJ,Nova Iguaçu,PESSOA FÍSICA,TELEMAR NORTE LESTE,Telecomunicações,ACORDO HOMOLOGADO,,,2526
0800596-37.2024.8.18.0129,2024,TJPI,Bom Jesus,PESSOA FÍSICA,,,PROCEDENTE,True,1000.0,5461
0800597-55.2021.8.10.0127,2021,TJMA,São Luís Gonzaga do Maranhão,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,PROCEDENTE,True,67.34,9574
0800605-09.2019.8.10.0125,2019,TJMA,São João Batista,PESSOA FÍSICA,,,PROCEDENTE,True,,1312
0800607-68.2021.8.19.0024,2021,TJRJ,Itaguaí,,,,ACORDO HOMOLOGADO,,,815
0800609-56.2021.8.19.0212,2021,TJRJ,Niterói,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,ACORDO HOMOLOGADO,,,5542
0800610-85.2020.8.10.0031,2020,TJMA,,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,1977
0800612-53.2022.8.10.0009,2022,TJMA,,,,,IMPROCEDENTE,False,,3364
0800614-33.2021.8.10.0114,2021,TJMA,Riachão,PESSOA FÍSICA,BANCO BRADESCO,Banco e financeira,ACORDO HOMOLOGADO,,,2143
0800615-52.2022.8.19.0075,2022,TJRJ,Magé,PESSOA FÍSICA,AMPLA ENERGIA E SERVIÇOS,Energia,ACORDO HOMOLOGADO,,,929
0800615-65.2025.8.10.0150,2025,TJMA,Pinheiro,PESSOA FÍSICA,,,EXTINTO SEM MÉRITO,False,,6494
0800616-88.2018.8.10.0152,2018,TJMA,,,,,PROCEDENTE,True,312.0,5993
0800617-49.2021.8.19.0045,2021,TJRJ,Resende,PESSOA FÍSICA,GOL LINHAS AEREAS,Transporte aéreo,IMPROCEDENTE,False,,7853
0800618-07.2022.8.10.0059,2022,TJMA,Ilha de São Luís,PESSOA FÍSICA,BANCO DO BRASIL S/A E OUTROS,Banco e financeira,IMPROCEDENTE,False,,4895
0800620-41.2023.8.19.0204,2023,TJRJ,,,,,ACORDO HOMOLOGADO,,,837
0800627-95.2019.8.10.0148,2019,TJMA,Codó,PESSOA FÍSICA,BANCO IATU BMG ADVOGADO DO(A) RÉU: FABIO FRASATO CAIRES - SP124809,Banco e financeira,,,,5529
0800629-16.2022.8.10.0001,2022,TJMA,São Luís,PESSOA FÍSICA,BANCO DAYCOVAL,Banco e financeira,EXTINTO SEM MÉRITO,False,,2759
0800629-71.2022.8.10.0112,2022,TJMA,,PESSOA FÍSICA,ITAIM COMERCIO DE MOTOCICLETAS,Outros,IMPROCEDENTE,False,,6876
